Edad,Genero,Nivel.educativo,Producto,Precio.unidad,Cantidad,Descuento,Total.pagar,Gasto.promedio,Frecuencia.compra,Rating,Tiempo.web,Influencer,Pago,Compra
55,Femenino,Primaria,Galaxy S23,138.5,8,14,952.88,1289.59,234,3.7,8.97,Si,Tarjeta de crédito,Si
55,Femenino,Universitaria,Galaxy S23,89.4,1,24,67.94,66.87,99,4.5,26.73,No,PayPal,No
32,Femenino,Universitaria,Fire TV Stick 4K,123.48,24,21,2341.18,772.28,90,2.7,3.52,No,Tarjeta de crédito,No
61,Masculino,Primaria,Fire TV Stick 4K,118.98,15,48,928.04,3588.81,74,2.7,15,Si,PayPal,No
48,Masculino,Primaria,Fire TV Stick 4K,69.77,7,4,468.85,18.6,22,3.6,26.64,No,Transferencia,No
27,Masculino,Primaria,Galaxy S23,61.73,11,49,346.31,1104.07,116,4.5,13.98,Si,Transferencia,No
66,Masculino,Secundaria,Galaxy S23,53.03,1,8,48.79,1122.36,336,4.5,0.73,No,Transferencia,No
66,Femenino,Secundaria,Apple AirPods Pro,42.05,10,41,248.1,1420.13,35,2.8,17.26,Si,PayPal,Si
65,Masculino,Primaria,Echo Dot (4th Gen),51.74,24,44,695.39,481.3,38,2.8,17.16,Si,PayPal,Si
49,Femenino,Universitaria,Galaxy S23,43.1,16,3,668.91,2332.01,122,3.7,9.31,Si,Transferencia,Si
58,Masculino,Primaria,Kindle Paperwhite,124.63,6,34,493.53,1446.99,21,1.9,9.17,Si,Tarjeta de crédito,Si
45,Masculino,Primaria,Kindle Paperwhite,87.98,2,43,100.3,1864.17,3,2.7,18.16,Si,Transferencia,No
54,Femenino,Secundaria,Nintendo Switch,139.41,4,44,312.28,2015.74,74,3.7,7.93,No,Tarjeta de crédito,Si
48,Masculino,Universitaria,Echo Dot (4th Gen),93.11,21,38,1212.29,217.66,29,1.8,15.7,No,Tarjeta de crédito,No
58,Masculino,Primaria,Apple AirPods Pro,96.24,21,32,1374.31,1321.72,150,2.7,11.35,Si,Tarjeta de crédito,No
45,Femenino,Universitaria,Fire TV Stick 4K,110.13,7,37,485.67,555.44,115,1.9,1.92,Si,Tarjeta de crédito,Si
44,Femenino,Universitaria,Echo Dot (4th Gen),64.45,4,31,177.88,1034.01,35,5.5,18.84,Si,Transferencia,Si
38,Masculino,Universitaria,Apple AirPods Pro,121.16,21,18,2086.38,1850.44,45,0.9,8.87,Si,Tarjeta de crédito,No
41,Masculino,Universitaria,Apple AirPods Pro,108.75,14,33,1020.08,1796.42,34,4.6,20.91,No,Tarjeta de crédito,Si
47,Masculino,Universitaria,Galaxy S23,104.16,7,14,627.04,1853,119,1.9,7.13,No,Transferencia,Si
26,Masculino,Secundaria,Nintendo Switch,86.06,19,47,866.62,1161.35,115,0.9,3.34,No,Transferencia,No
34,Masculino,Secundaria,Apple AirPods Pro,50.87,15,48,396.79,468.05,61,1.8,7.16,No,PayPal,No
24,Masculino,Primaria,Galaxy S23,111.43,12,25,1002.87,1142.53,89,3.6,11.2,No,Tarjeta de crédito,No
51,Femenino,Universitaria,Kindle Paperwhite,99.08,23,31,1572.4,1458.91,190,3.6,12.7,No,Tarjeta de crédito,No
40,Femenino,Universitaria,Galaxy S23,135.53,10,29,962.26,2256.16,122,3.6,3.95,No,Transferencia,No
39,Masculino,Primaria,Galaxy S23,145.8,10,8,1341.36,1306.17,181,1.9,10.23,Si,Transferencia,Si
21,Femenino,Secundaria,Echo Dot (4th Gen),78.5,18,18,1158.66,1633.34,111,0.9,18.72,No,Transferencia,No
48,Femenino,Primaria,Echo Dot (4th Gen),107.87,15,11,1440.06,236.3,131,4.6,23.66,Si,PayPal,Si
64,Femenino,Primaria,Fire TV Stick 4K,68.66,22,29,1072.47,1064.95,8,3.7,1.32,Si,Transferencia,Si
42,Masculino,Secundaria,Galaxy S23,113.24,23,13,2265.93,864.93,16,3.7,7.51,Si,Tarjeta de crédito,Si
58,Masculino,Universitaria,Fire TV Stick 4K,123.09,9,9,1008.11,1575.55,207,5.5,18.07,No,PayPal,Si
64,Masculino,Primaria,Kindle Paperwhite,98.67,1,48,51.31,2207,45,3.6,6.11,Si,PayPal,No
23,Masculino,Secundaria,Echo Dot (4th Gen),130.97,19,42,1443.29,2436.55,219,4.6,23.19,No,Transferencia,Si
40,Masculino,Secundaria,Galaxy S23,134.75,6,22,630.63,374.31,24,1.8,14,No,Tarjeta de crédito,No
43,Masculino,Primaria,Fire TV Stick 4K,114.57,14,2,1571.9,376.97,55,1.8,17.79,No,PayPal,No
66,Masculino,Primaria,Fire TV Stick 4K,101.87,6,8,562.32,2140.37,40,1.9,27,No,PayPal,Si
33,Femenino,Secundaria,Fire TV Stick 4K,70.57,20,33,945.64,933.32,86,2.8,16.57,No,PayPal,Si
59,Femenino,Universitaria,Echo Dot (4th Gen),101.15,23,40,1395.87,734.51,76,1.9,7.09,No,PayPal,Si
37,Masculino,Secundaria,Echo Dot (4th Gen),101.24,10,38,627.69,778.61,206,5.5,20.42,Si,Transferencia,Si
28,Masculino,Universitaria,Apple AirPods Pro,105.81,11,29,826.38,1775.03,121,2.7,17.36,Si,PayPal,No
60,Masculino,Primaria,Fire TV Stick 4K,116.25,12,38,864.9,423.08,55,3.7,25.58,Si,PayPal,Si
49,Masculino,Primaria,Apple AirPods Pro,88.07,7,20,493.19,3408.67,126,2.8,13,No,Tarjeta de crédito,Si
34,Masculino,Secundaria,Fire TV Stick 4K,63.02,20,2,1235.19,3640.32,129,1.9,2.42,No,PayPal,Si
46,Masculino,Secundaria,Kindle Paperwhite,46.54,5,26,172.2,1452.99,162,1.9,27.1,Si,Tarjeta de crédito,Si
50,Femenino,Universitaria,Apple AirPods Pro,133.28,20,2,2612.29,1198.93,96,4.5,22.1,No,Tarjeta de crédito,No
65,Masculino,Primaria,Apple AirPods Pro,133.84,7,7,871.3,1316.51,25,0.9,8.01,Si,PayPal,No
56,Femenino,Secundaria,Echo Dot (4th Gen),43.31,23,16,836.75,2789.65,57,4.6,14.04,Si,Tarjeta de crédito,Si
32,Masculino,Secundaria,Nintendo Switch,45.71,12,15,466.24,480.55,105,1.8,15.2,Si,Transferencia,No
47,Masculino,Primaria,Galaxy S23,42.33,18,17,632.41,1659.48,78,5.5,26.77,No,Transferencia,Si
37,Femenino,Universitaria,Nintendo Switch,59.8,17,35,660.79,58.41,15,5.5,15.11,Si,Tarjeta de crédito,Si
46,Femenino,Primaria,Echo Dot (4th Gen),95.14,17,23,1245.38,1172.78,117,1.8,25.97,Si,PayPal,No
21,Masculino,Primaria,Echo Dot (4th Gen),51.22,9,29,327.3,171.61,51,5.5,26.23,Si,Transferencia,Si
32,Masculino,Primaria,Nintendo Switch,142.39,2,46,153.78,1332.6,58,1.9,14.37,Si,Tarjeta de crédito,Si
70,Femenino,Secundaria,Kindle Paperwhite,139.09,10,47,737.18,182.19,128,4.6,5.97,No,Tarjeta de crédito,Si
28,Masculino,Primaria,Echo Dot (4th Gen),86.23,17,37,923.52,205.79,18,1.9,9.17,No,PayPal,Si
53,Masculino,Universitaria,Fire TV Stick 4K,122.36,12,26,1086.56,2123.53,38,4.6,25.43,No,Transferencia,Si
50,Femenino,Primaria,Kindle Paperwhite,88.11,21,44,1036.17,3209.89,56,0.9,10.15,Si,PayPal,No
23,Masculino,Universitaria,Kindle Paperwhite,55.17,5,23,212.4,1732.03,58,2.8,22.7,No,Tarjeta de crédito,Si
37,Femenino,Primaria,Nintendo Switch,48.74,23,15,952.87,2435.77,266,3.7,5,Si,PayPal,Si
57,Femenino,Universitaria,Echo Dot (4th Gen),149.38,3,34,295.77,1920.36,49,4.5,24.72,No,PayPal,No
27,Femenino,Universitaria,Echo Dot (4th Gen),85.86,2,1,170,3005.82,73,4.6,27.02,Si,Tarjeta de crédito,Si
62,Masculino,Secundaria,Galaxy S23,86.45,18,13,1353.81,414.99,87,0.9,15.29,No,Transferencia,No
51,Masculino,Universitaria,Nintendo Switch,83.76,8,29,475.76,56.45,201,1.9,9.18,No,PayPal,Si
36,Masculino,Universitaria,Echo Dot (4th Gen),107.71,4,13,374.83,3313.87,100,1.8,25.52,Si,PayPal,No
55,Masculino,Universitaria,Kindle Paperwhite,56.2,12,45,370.92,2828.98,16,5.5,17.92,Si,PayPal,Si
64,Masculino,Secundaria,Fire TV Stick 4K,56.58,2,44,63.37,1194.43,4,5.5,19.74,Si,PayPal,Si
60,Masculino,Primaria,Echo Dot (4th Gen),136.59,18,9,2237.34,2888.13,10,4.6,24.8,No,Tarjeta de crédito,Si
64,Femenino,Secundaria,Echo Dot (4th Gen),101.61,2,27,148.35,944.71,88,0.9,19.28,No,Tarjeta de crédito,No
57,Masculino,Secundaria,Echo Dot (4th Gen),41.57,10,12,365.82,46.93,70,1.9,25.91,Si,Transferencia,Si
53,Masculino,Primaria,Echo Dot (4th Gen),85.69,15,6,1208.23,2053.56,49,2.8,13.09,No,Transferencia,Si
20,Masculino,Universitaria,Apple AirPods Pro,142.67,23,12,2887.64,482.84,311,2.8,17.53,Si,PayPal,Si
32,Femenino,Universitaria,Apple AirPods Pro,53.26,21,18,917.14,978.88,188,4.6,4.2,No,PayPal,Si
51,Femenino,Primaria,Kindle Paperwhite,145.98,16,39,1424.76,1315.58,131,3.7,4.68,No,Tarjeta de crédito,Si
55,Femenino,Universitaria,Echo Dot (4th Gen),58.78,14,26,608.96,2191.86,26,4.6,26.95,No,Transferencia,Si
41,Femenino,Secundaria,Apple AirPods Pro,69.04,4,18,226.45,2370.22,8,5.5,17.18,Si,Tarjeta de crédito,Si
58,Femenino,Primaria,Apple AirPods Pro,128.25,5,45,352.69,377.2,12,0.9,12.08,Si,Transferencia,No
37,Femenino,Secundaria,Apple AirPods Pro,40.59,8,6,305.24,742.8,50,1.8,6.66,Si,Transferencia,No
44,Masculino,Secundaria,Galaxy S23,130.24,5,37,410.26,747.78,162,4.6,2.78,No,Transferencia,Si
38,Masculino,Secundaria,Echo Dot (4th Gen),85.37,23,13,1708.25,1079.92,18,3.7,8.57,No,PayPal,Si
23,Femenino,Primaria,Apple AirPods Pro,148.62,24,29,2532.48,2128.37,140,4.5,6.58,Si,Transferencia,No
56,Femenino,Primaria,Galaxy S23,149.62,18,34,1777.49,1903.05,223,1.8,2.8,Si,PayPal,No
44,Femenino,Universitaria,Nintendo Switch,71.51,20,36,915.33,25.45,23,3.7,27.16,Si,Transferencia,Si
63,Masculino,Primaria,Nintendo Switch,101.35,17,4,1654.03,2458.02,34,3.7,11.1,No,PayPal,Si
23,Masculino,Secundaria,Nintendo Switch,94.98,6,34,376.12,1391.8,241,1.8,17.64,Si,Transferencia,No
67,Masculino,Primaria,Fire TV Stick 4K,80.11,16,3,1243.31,793.27,189,3.7,20.4,Si,Transferencia,Si
27,Masculino,Secundaria,Galaxy S23,70.24,8,3,545.06,549.64,47,3.6,25.75,Si,PayPal,No
65,Femenino,Secundaria,Apple AirPods Pro,48.83,7,22,266.61,308.58,123,3.6,13.21,No,Transferencia,No
25,Masculino,Primaria,Echo Dot (4th Gen),55.73,10,16,468.13,1571.42,71,1.8,12.83,No,Transferencia,No
33,Masculino,Universitaria,Kindle Paperwhite,149.85,17,15,2165.33,963.71,9,4.5,19.98,Si,PayPal,No
33,Femenino,Universitaria,Fire TV Stick 4K,146.33,20,19,2370.55,36.8,41,1.8,3.36,No,Tarjeta de crédito,No
41,Masculino,Universitaria,Kindle Paperwhite,122.4,11,46,727.06,512.19,3,1.8,8.46,No,Transferencia,No
33,Femenino,Universitaria,Apple AirPods Pro,114.42,17,6,1828.43,271.86,17,1.8,11.65,No,Tarjeta de crédito,No
57,Femenino,Primaria,Kindle Paperwhite,137.63,12,5,1568.98,57.75,82,3.6,19.71,No,Transferencia,No
49,Femenino,Primaria,Fire TV Stick 4K,94.49,15,28,1020.49,3363.17,5,0.9,25.77,No,PayPal,No
52,Femenino,Primaria,Apple AirPods Pro,109.68,4,25,329.04,223.98,29,0.9,25.19,No,Tarjeta de crédito,No
63,Femenino,Universitaria,Kindle Paperwhite,46.28,24,35,721.97,2607.58,11,2.7,1.8,No,Tarjeta de crédito,No
60,Masculino,Universitaria,Fire TV Stick 4K,100.24,3,12,264.63,320.69,153,1.8,3.19,Si,Tarjeta de crédito,No
20,Femenino,Secundaria,Echo Dot (4th Gen),50.82,11,32,380.13,1470.43,65,1.8,26.34,No,PayPal,No
62,Femenino,Secundaria,Nintendo Switch,80.44,22,48,920.23,1803.08,31,2.8,6.2,Si,Tarjeta de crédito,Si
49,Femenino,Primaria,Echo Dot (4th Gen),135.17,18,14,2092.43,2906.78,201,3.7,21.42,No,Tarjeta de crédito,Si
62,Femenino,Secundaria,Apple AirPods Pro,139.52,14,28,1406.36,1301.92,200,4.6,16.84,Si,Transferencia,Si
33,Femenino,Universitaria,Galaxy S23,149.22,22,21,2593.44,368.68,111,2.7,1.57,Si,Transferencia,No
46,Femenino,Universitaria,Galaxy S23,90.16,24,2,2120.56,1540.87,171,5.5,16.05,Si,Tarjeta de crédito,Si
50,Femenino,Universitaria,Galaxy S23,53.41,22,32,799.01,684.37,37,5.5,22.53,Si,PayPal,Si
67,Femenino,Secundaria,Fire TV Stick 4K,56.28,13,12,643.84,977.12,192,4.6,20.51,No,Tarjeta de crédito,Si
20,Masculino,Primaria,Apple AirPods Pro,124.78,21,12,2305.93,2754.84,33,3.7,11.82,Si,Transferencia,Si
19,Masculino,Primaria,Apple AirPods Pro,107.03,1,14,92.05,2072.7,311,2.8,10.17,No,Transferencia,Si
25,Masculino,Universitaria,Apple AirPods Pro,138.66,13,13,1568.24,240.59,82,2.8,26.68,Si,Tarjeta de crédito,Si
40,Masculino,Universitaria,Echo Dot (4th Gen),125.53,15,44,1054.45,1088.55,80,2.7,9.5,No,Transferencia,No
20,Masculino,Primaria,Nintendo Switch,70.73,20,14,1216.56,2010.18,86,3.7,13.8,Si,Tarjeta de crédito,Si
30,Masculino,Secundaria,Kindle Paperwhite,50.02,8,39,244.1,2638.11,70,1.9,10.57,No,Transferencia,Si
69,Femenino,Primaria,Apple AirPods Pro,41.66,6,37,157.47,3397.63,170,3.6,1.54,Si,Transferencia,No
18,Masculino,Primaria,Echo Dot (4th Gen),149.85,18,40,1618.38,2109.9,45,5.5,6.89,Si,PayPal,Si
23,Femenino,Primaria,Apple AirPods Pro,109.99,17,30,1308.88,1676.18,25,3.7,11.2,No,Tarjeta de crédito,Si
57,Femenino,Primaria,Galaxy S23,61.51,20,47,652.01,2386.27,132,3.6,13.05,Si,Tarjeta de crédito,No
56,Masculino,Universitaria,Echo Dot (4th Gen),146.87,9,23,1017.81,1248.92,147,1.9,10.28,Si,Tarjeta de crédito,Si
39,Masculino,Primaria,Echo Dot (4th Gen),85.95,24,4,1980.29,48.19,196,2.8,18.86,No,PayPal,Si
46,Femenino,Secundaria,Apple AirPods Pro,76.27,12,36,585.75,463.86,101,0.9,22.54,Si,Transferencia,No
33,Masculino,Primaria,Galaxy S23,94.32,16,31,1041.29,140.78,200,0.9,23.09,No,Tarjeta de crédito,No
56,Masculino,Secundaria,Nintendo Switch,71.82,20,47,761.29,923.61,123,0.9,12.31,No,PayPal,No
62,Femenino,Secundaria,Apple AirPods Pro,76.03,20,30,1064.42,2820.07,36,2.7,17.99,No,Transferencia,No
31,Femenino,Primaria,Echo Dot (4th Gen),94.48,6,26,419.49,2682.84,1,3.7,24.33,No,PayPal,Si
37,Masculino,Secundaria,Galaxy S23,109.24,8,20,699.14,2434.49,93,2.7,14.27,No,Transferencia,No
40,Femenino,Secundaria,Echo Dot (4th Gen),131.16,14,13,1597.53,2166.65,212,2.8,19.48,No,Transferencia,Si
53,Masculino,Secundaria,Galaxy S23,97.57,22,12,1888.96,2220.16,126,2.8,4.02,No,PayPal,Si
20,Femenino,Universitaria,Echo Dot (4th Gen),128.68,22,9,2576.17,950.56,10,1.9,6.47,No,Transferencia,Si
33,Femenino,Primaria,Kindle Paperwhite,124.83,13,33,1087.27,286.79,228,2.7,5.07,Si,Transferencia,No
37,Masculino,Primaria,Galaxy S23,138.74,20,29,1970.11,2359.43,172,3.6,2.79,No,Transferencia,No
59,Masculino,Primaria,Galaxy S23,144.47,24,1,3432.61,1359.9,6,0.9,26.71,No,Transferencia,No
56,Masculino,Universitaria,Galaxy S23,67.12,22,42,856.45,2112.46,264,1.9,6.25,No,PayPal,Si
55,Femenino,Secundaria,Fire TV Stick 4K,101.95,16,35,1060.28,1108.88,159,1.9,12.6,No,Transferencia,Si
28,Femenino,Primaria,Galaxy S23,123.76,21,15,2209.12,576.77,271,0.9,25.19,No,Tarjeta de crédito,No
32,Femenino,Secundaria,Nintendo Switch,143.54,9,3,1253.1,546.26,231,1.8,3.98,Si,PayPal,No
61,Masculino,Secundaria,Fire TV Stick 4K,85.07,14,12,1048.06,1073.15,94,0.9,25.53,Si,PayPal,No
55,Femenino,Primaria,Galaxy S23,120.09,3,21,284.61,5.39,202,3.7,5.44,No,Tarjeta de crédito,Si
42,Femenino,Universitaria,Kindle Paperwhite,98.94,5,10,445.23,1499.67,98,3.6,9.7,No,Tarjeta de crédito,No
49,Femenino,Secundaria,Apple AirPods Pro,89.48,11,2,964.59,120.03,129,4.6,10.68,No,PayPal,Si
55,Femenino,Secundaria,Kindle Paperwhite,77.73,22,16,1436.45,262.01,62,5.5,2.62,Si,PayPal,Si
66,Femenino,Universitaria,Apple AirPods Pro,113.85,19,42,1254.63,725.95,63,3.6,22.27,No,PayPal,No
60,Femenino,Universitaria,Galaxy S23,109.76,7,19,622.34,716.64,126,2.8,13.4,No,Transferencia,Si
53,Masculino,Primaria,Nintendo Switch,59.49,17,2,991.1,1450.74,39,4.6,16.6,Si,Transferencia,Si
52,Masculino,Primaria,Galaxy S23,70.61,5,39,215.36,424.7,225,3.6,22.86,Si,Transferencia,No
32,Masculino,Secundaria,Fire TV Stick 4K,133.31,17,41,1337.1,1342.76,125,5.5,27.82,No,Tarjeta de crédito,Si
53,Femenino,Secundaria,Apple AirPods Pro,114.25,19,33,1454.4,1059.32,17,4.6,13.27,Si,Tarjeta de crédito,Si
50,Femenino,Universitaria,Echo Dot (4th Gen),47.87,10,48,248.92,1561.43,185,3.7,23.99,No,Transferencia,Si
52,Masculino,Universitaria,Nintendo Switch,62.52,14,30,612.7,1500.09,255,3.7,13.99,Si,Transferencia,Si
27,Masculino,Universitaria,Fire TV Stick 4K,47.94,17,30,570.49,4249.95,174,5.5,20.23,Si,PayPal,Si
50,Masculino,Universitaria,Fire TV Stick 4K,51.39,19,19,790.89,874.08,19,3.7,10.64,No,Transferencia,Si
61,Femenino,Universitaria,Galaxy S23,97.53,21,1,2027.65,570.86,64,2.8,16.08,Si,PayPal,Si
26,Masculino,Universitaria,Echo Dot (4th Gen),45.44,2,14,78.16,10.76,65,1.9,12.84,No,Transferencia,Si
22,Femenino,Secundaria,Nintendo Switch,81.46,17,48,720.11,2909.15,234,1.9,14.96,No,PayPal,Si
30,Femenino,Primaria,Apple AirPods Pro,124.83,23,36,1837.5,567.64,116,1.9,9.88,Si,Transferencia,Si
27,Masculino,Universitaria,Echo Dot (4th Gen),84.62,8,1,670.19,665.92,88,0.9,16.86,Si,Transferencia,No
22,Masculino,Secundaria,Galaxy S23,140.75,8,36,720.64,669.8,92,4.6,8.09,No,PayPal,Si
39,Femenino,Universitaria,Fire TV Stick 4K,86.36,24,7,1927.56,1983.96,256,3.7,1.82,No,PayPal,Si
22,Femenino,Primaria,Fire TV Stick 4K,121.79,12,7,1359.18,1071.65,99,0.9,14.97,Si,PayPal,No
20,Femenino,Primaria,Nintendo Switch,52.66,2,27,76.88,935.97,182,2.8,11.13,Si,Tarjeta de crédito,Si
55,Femenino,Secundaria,Fire TV Stick 4K,122.88,10,23,946.18,1428.18,129,4.6,24.76,Si,Transferencia,Si
65,Femenino,Universitaria,Apple AirPods Pro,72.34,11,39,485.4,237.05,81,1.9,8.91,No,Transferencia,Si
47,Masculino,Secundaria,Echo Dot (4th Gen),57.87,21,13,1057.28,210.69,105,1.8,21.94,No,Transferencia,No
69,Femenino,Primaria,Echo Dot (4th Gen),50.69,21,12,936.75,908.24,42,1.8,8.07,No,Transferencia,No
29,Masculino,Universitaria,Nintendo Switch,108.22,19,46,1110.34,169.69,203,1.8,13.61,Si,Transferencia,No
23,Masculino,Universitaria,Apple AirPods Pro,147.17,2,21,232.53,411.43,117,3.6,14.31,Si,Tarjeta de crédito,No
70,Masculino,Primaria,Kindle Paperwhite,131.06,16,40,1258.18,621.39,71,2.7,10.28,No,Tarjeta de crédito,No
18,Femenino,Universitaria,Nintendo Switch,116.32,1,50,58.16,2428.28,182,2.7,22.28,No,Transferencia,No
58,Masculino,Secundaria,Fire TV Stick 4K,142.37,13,7,1721.25,309.64,90,5.5,27.32,Si,PayPal,Si
29,Masculino,Primaria,Echo Dot (4th Gen),104.56,2,44,117.11,264.62,45,1.8,17.84,Si,PayPal,No
62,Femenino,Secundaria,Kindle Paperwhite,66.65,3,32,135.97,962.76,385,3.7,27.71,No,Transferencia,Si
33,Masculino,Universitaria,Nintendo Switch,102.45,3,18,252.03,109.27,28,3.6,3.48,Si,Tarjeta de crédito,No
19,Femenino,Universitaria,Echo Dot (4th Gen),40.5,5,35,131.62,656.76,62,1.8,7.51,Si,Tarjeta de crédito,No
37,Femenino,Secundaria,Fire TV Stick 4K,123.49,9,17,922.47,1712.3,106,4.5,1.85,Si,PayPal,No
49,Femenino,Universitaria,Echo Dot (4th Gen),109.52,5,18,449.03,1078.12,233,2.7,18.06,Si,Tarjeta de crédito,No
25,Femenino,Universitaria,Nintendo Switch,134.66,14,15,1602.45,732.78,25,1.9,15.69,Si,Transferencia,Si
28,Femenino,Universitaria,Fire TV Stick 4K,120.68,15,2,1774,472.52,212,0.9,4.31,No,PayPal,No
18,Masculino,Primaria,Fire TV Stick 4K,75.33,12,19,732.21,3572.82,62,3.6,26.98,No,PayPal,No
50,Masculino,Secundaria,Fire TV Stick 4K,73.48,12,19,714.23,1467.41,221,5.5,9.09,Si,PayPal,Si
62,Femenino,Secundaria,Kindle Paperwhite,48.11,19,44,511.89,286.95,231,4.6,13.19,No,Tarjeta de crédito,Si
46,Femenino,Secundaria,Kindle Paperwhite,118.18,16,1,1871.97,4037.79,4,2.7,6.11,No,PayPal,No
63,Masculino,Secundaria,Kindle Paperwhite,136.3,14,44,1068.59,1477.3,129,3.6,17.09,No,Transferencia,No
35,Femenino,Secundaria,Apple AirPods Pro,92.17,13,42,694.96,1498.33,196,5.5,2.25,No,PayPal,Si
56,Femenino,Primaria,Kindle Paperwhite,82.66,16,11,1177.08,1064,113,3.7,18.04,Si,Transferencia,Si
27,Femenino,Universitaria,Apple AirPods Pro,79.55,13,11,920.39,2270.14,24,4.6,21.61,Si,PayPal,Si
42,Femenino,Secundaria,Echo Dot (4th Gen),64.63,10,15,549.35,2447.01,18,0.9,13.19,Si,PayPal,No
43,Femenino,Universitaria,Kindle Paperwhite,140.72,23,48,1683.01,3567.25,74,3.6,16.81,Si,Tarjeta de crédito,No
67,Femenino,Primaria,Fire TV Stick 4K,117.55,7,44,460.8,100.64,86,0.9,3.53,Si,Transferencia,No
64,Masculino,Secundaria,Kindle Paperwhite,79.26,11,8,802.11,1894.23,120,1.9,24.78,No,Transferencia,Si
32,Femenino,Primaria,Galaxy S23,140.51,5,33,470.71,2806.79,58,5.5,7.16,No,PayPal,Si
52,Masculino,Primaria,Kindle Paperwhite,103.35,5,22,403.06,2317.23,268,1.9,2.25,Si,Transferencia,Si
34,Femenino,Secundaria,Kindle Paperwhite,57.11,4,34,150.77,2301.15,17,1.9,16.15,Si,Tarjeta de crédito,Si
67,Masculino,Primaria,Apple AirPods Pro,73.57,24,32,1200.66,556.36,383,1.9,8.18,Si,Transferencia,Si
52,Masculino,Universitaria,Galaxy S23,145.07,14,18,1665.4,2352.81,147,2.8,13.13,Si,Tarjeta de crédito,Si
46,Masculino,Universitaria,Echo Dot (4th Gen),102.06,24,18,2008.54,1813.51,183,4.6,19.98,Si,Tarjeta de crédito,Si
50,Masculino,Primaria,Galaxy S23,143.42,9,21,1019.72,429.52,58,1.8,13.72,Si,Transferencia,No
53,Femenino,Secundaria,Apple AirPods Pro,121.12,1,39,73.88,412.5,214,0.9,19.04,No,PayPal,No
23,Femenino,Secundaria,Kindle Paperwhite,131.81,16,38,1307.56,3573.69,192,2.7,1.17,No,PayPal,No
44,Femenino,Primaria,Apple AirPods Pro,143.97,10,21,1137.36,493.72,45,5.5,27.91,No,Tarjeta de crédito,Si
52,Femenino,Secundaria,Fire TV Stick 4K,98.68,17,38,1040.09,2900.16,270,3.6,4.44,No,Tarjeta de crédito,No
49,Femenino,Primaria,Echo Dot (4th Gen),107.24,3,2,315.29,456.31,185,0.9,3.97,Si,Transferencia,No
60,Masculino,Universitaria,Kindle Paperwhite,138.19,17,41,1386.05,2829.68,206,3.7,12.04,Si,PayPal,Si
22,Masculino,Primaria,Apple AirPods Pro,55.61,11,16,513.84,1602.92,195,2.7,19.58,No,Tarjeta de crédito,No
21,Femenino,Secundaria,Kindle Paperwhite,72.77,20,33,975.12,865.31,12,3.6,16.84,Si,Tarjeta de crédito,No
47,Masculino,Universitaria,Fire TV Stick 4K,57.02,3,14,147.11,2600.51,63,1.8,15.12,No,Transferencia,No
63,Masculino,Primaria,Nintendo Switch,139.09,21,46,1577.28,1122.5,82,2.8,20.93,Si,PayPal,Si
48,Masculino,Primaria,Galaxy S23,55.83,13,25,544.34,2326.89,26,2.8,4.3,No,Transferencia,Si
22,Masculino,Universitaria,Galaxy S23,131.53,5,31,453.78,640.3,197,1.8,5,Si,Tarjeta de crédito,No
61,Femenino,Secundaria,Echo Dot (4th Gen),139.81,11,48,799.71,1434.47,25,3.6,11.67,No,Transferencia,No
26,Femenino,Secundaria,Nintendo Switch,52.78,3,47,83.92,1855.58,80,3.6,12.53,Si,PayPal,No
69,Femenino,Primaria,Nintendo Switch,148.35,2,28,213.62,199.9,200,1.8,23.5,Si,PayPal,No
56,Masculino,Universitaria,Galaxy S23,98.71,2,39,120.43,1378.48,92,1.9,24.68,No,Tarjeta de crédito,Si
21,Femenino,Primaria,Fire TV Stick 4K,98.84,11,9,989.39,3030.32,218,2.7,14.79,No,Tarjeta de crédito,No
47,Femenino,Primaria,Galaxy S23,60.87,4,11,216.7,1436.12,30,5.5,14.92,No,Transferencia,Si
21,Masculino,Primaria,Galaxy S23,69.9,24,17,1392.41,652.29,72,1.8,14.03,No,Transferencia,No
32,Masculino,Universitaria,Echo Dot (4th Gen),126.81,8,22,791.29,598.05,152,5.5,12.05,Si,Transferencia,Si
64,Masculino,Universitaria,Galaxy S23,108.11,8,4,830.28,109.8,84,4.5,22.43,No,PayPal,No
24,Masculino,Primaria,Galaxy S23,46.87,1,25,35.15,1422.53,44,2.7,17.64,No,Transferencia,No
23,Femenino,Universitaria,Kindle Paperwhite,137.13,21,47,1526.26,616.05,177,0.9,4.91,Si,Tarjeta de crédito,No
28,Femenino,Primaria,Apple AirPods Pro,98.92,3,14,255.21,841.33,127,5.5,24.08,No,PayPal,Si
20,Masculino,Primaria,Nintendo Switch,71.56,13,11,827.95,808.42,36,1.9,6.59,No,Transferencia,Si
69,Femenino,Primaria,Apple AirPods Pro,119.49,22,1,2602.49,1747.21,305,3.7,22.05,Si,Tarjeta de crédito,Si
18,Femenino,Secundaria,Nintendo Switch,94.87,4,40,227.69,1114.61,29,2.8,24.4,Si,Tarjeta de crédito,Si
49,Masculino,Universitaria,Kindle Paperwhite,62.47,5,26,231.14,484.01,229,0.9,15.03,Si,Transferencia,No
60,Femenino,Primaria,Echo Dot (4th Gen),147.55,17,3,2433.1,2484.92,163,1.9,3.28,Si,PayPal,Si
